UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,3,2018,8,4038536,2060493,1978043,1480752,1414575,310290,302231,33028,32087,110744,106895,6167,6001,119512,116254,1590754,1521375,374473,365320,57250,55801,154682,149144,14647,14228,1526929,1463159,1025014,975066,280875,273707,17384,16988,104661,101021,4129,3980,94866,92397,1112764,1060333,332662,324521,33027,32426,141058,136195,10347,9997,533564,514884,455738,439509,29415,28524,15644,15099,6083,5874,2038,2021,24646,23857,477990,461042,41811,40799,24223,23375,13624,12949,4300,4231
R,3,2018,9,4091835,2088047,2003788,1504482,1437320,316799,308770,33276,32063,110245,106305,6279,6137,116966,113193,1611827,1541340,379759,370280,57207,54827,152837,147169,14668,14195,1551039,1487392,1044255,995218,287528,280335,17543,17064,104199,100559,4249,4141,93265,90075,1130180,1078407,338608,330271,33111,31689,139747,134571,10451,10018,537008,516396,460227,442102,29271,28435,15733,14999,6046,5746,2030,1996,23701,23118,481647,462933,41151,40009,24096,23138,13090,12598,4217,4177
R,3,2018,10,4184964,2136447,2048517,1544012,1473270,322044,314241,34297,33270,113664,109127,6357,6162,116073,112447,1650438,1576334,384172,375494,58220,56485,156083,149424,14855,14162,1585815,1520057,1070751,1019482,292627,285913,17899,17728,107724,103471,4287,4100,92527,89363,1155975,1101686,343094,335542,33436,32708,143056,136960,10552,9974,550632,528460,473261,453788,29417,28328,16398,15542,5940,5656,2070,2062,23546,23084,494463,474648,41078,39952,24784,23777,13027,12464,4303,4188
R,3,2018,11,4198176,2144379,2053797,1556849,1485677,322249,312388,34915,33219,111311,107396,6273,6111,112782,109006,1660297,1585558,382165,371025,58406,56061,152795,146614,14563,13980,1595386,1526235,1084359,1031592,293240,284401,18203,17635,105336,101783,4268,4079,89980,86745,1167253,1111392,341911,332148,33533,32430,139900,134423,10351,9845,548993,527562,472490,454085,29009,27987,16712,15584,5975,5613,2005,2032,22802,22261,493044,474166,40254,38877,24873,23631,12895,12191,4212,4135
R,3,2018,12,4150758,2120881,2029877,1550616,1474244,312656,305342,33935,32812,110205,107807,6162,6105,107307,103567,1648883,1569029,369102,360328,56880,54767,149666,145735,13965,13509,1585726,1517073,1088361,1031094,285079,278741,17923,17615,104557,102554,4135,4167,85671,82902,1167104,1107209,331080,323668,32868,31907,137606,134352,9916,9664,535155,512804,462255,443150,27577,26601,16012,15197,5648,5253,2027,1938,21636,20665,481779,461820,38022,36660,24012,22860,12060,11383,4049,3845
R,3,2018,13,4148395,2116711,2031684,1551981,1479728,309737,301234,33545,32378,112141,111777,6195,5949,103112,100618,1646288,1571586,363053,353706,56083,54298,150604,148790,13727,13320,1592710,1527996,1097912,1043726,283160,275429,18052,17269,106569,106516,4293,4168,82724,80888,1173914,1117808,326666,318470,32948,31788,138934,137722,9888,9695,524001,503688,454069,436002,26577,25805,15493,15109,5572,5261,1902,1781,20388,19730,472374,453778,36387,35236,23135,22510,11670,11068,3839,3625
R,3,2018,14,4152384,2117359,2035025,1560326,1489299,307319,299567,32508,31934,111570,111555,5981,5715,99655,96955,1651449,1577990,358384,349605,54871,53633,148571,147331,13351,12800,1605300,1539869,1115875,1059685,281560,274707,17678,17160,106168,106399,4162,3989,79857,77929,1189166,1131246,323269,315720,32502,31678,137264,136490,9667,9254,512059,495156,444451,429614,25759,24860,14830,14774,5402,5156,1819,1726,19798,19026,462283,446744,35115,33885,22369,21955,11307,10841,3684,3546
R,3,2018,15,4127146,2104271,2022875,1551169,1480914,308612,301102,32730,31594,111026,111039,6000,5693,94734,92533,1637475,1565245,356958,348629,54505,52944,146008,144999,13241,12576,1598426,1533041,1111507,1054779,283091,276777,17719,17174,105734,106052,4212,3986,76163,74273,1181148,1122767,322730,315717,32260,31446,135174,134533,9638,9170,505845,489834,439662,426135,25521,24325,15011,14420,5292,4987,1788,1707,18571,18260,456327,442478,34228,32912,22245,21498,10834,10466,3603,3406
R,3,2018,16,4151610,2117622,2033988,1561826,1491018,316194,307490,32604,31251,108489,107780,5819,5654,92690,90795,1646296,1573651,363476,354267,54657,53039,142170,140413,12779,12435,1615109,1548396,1124489,1068177,290947,283326,17877,17215,103450,102877,4064,3918,74282,72883,1192388,1134789,329670,321696,32612,31852,131752,130296,9356,9033,502513,485592,437337,422841,25247,24164,14727,14036,5039,4903,1755,1736,18408,17912,453908,438862,33806,32571,22045,21187,10418,10117,3423,3402
R,3,2018,17,4272080,2181955,2090125,1604176,1526972,329784,320251,33239,32198,115997,114918,5954,5838,92805,89948,1688587,1608670,376750,366298,55675,53980,150001,147311,13035,12699,1671794,1600061,1159408,1100057,304323,295673,18493,17785,110845,110093,4260,4086,74465,72367,1227266,1166006,342707,333428,33660,32671,139521,137357,9603,9276,510161,490064,444768,426915,25461,24578,14746,14413,5152,4825,1694,1752,18340,17581,461321,442664,34043,32870,22015,21309,10480,9954,3432,3423
R,3,2018,18,4280929,2190413,2090516,1613064,1530064,332890,321559,33466,32156,114166,112753,5979,5644,90848,88340,1695672,1610076,378893,366953,56193,54139,146586,144020,12902,12428,1685169,1607840,1172348,1109286,307570,297452,18761,18050,109143,107979,4250,4006,73097,71067,1239027,1173807,345309,334836,34261,33084,136521,134235,9502,9147,505244,482676,440716,420778,25320,24107,14705,14106,5023,4774,1729,1638,17751,17273,456645,436269,33584,32117,21932,21055,10065,9785,3400,3281
R,3,2018,19,4256498,2175590,2080908,1604351,1523963,328755,319214,32848,31822,115076,114449,5873,5547,88687,85913,1684700,1601820,372986,362886,55243,53946,146981,144693,12990,12130,1680744,1607428,1172704,1110991,303897,295606,18451,17921,110056,109657,4204,3971,71432,69282,1237624,1173947,340207,331557,33844,33310,136997,135045,9667,9028,494846,473480,431647,412972,24858,23608,14397,13901,5020,4792,1669,1576,17255,16631,447076,427873,32779,31329,21399,20636,9984,9648,3323,3102
R,3,2018,20,4249981,2173373,2076608,1598462,1517793,329663,319633,32619,31562,121102,118794,5897,5578,85630,83248,1675930,1593093,371981,361350,54801,53333,151939,148289,12605,11911,1683611,1610645,1170333,1110787,305652,296557,18153,17969,116169,114101,4253,4037,69051,67194,1232940,1171685,340424,330905,33547,33206,142223,138993,9412,8889,489762,465963,428129,407006,24011,23076,14466,13593,4933,4693,1644,1541,16579,16054,442990,421408,31557,30445,21254,20127,9716,9296,3193,3022
R,3,2018,21,4283011,2188995,2094016,1613391,1531304,327982,320397,32701,31468,125543,123752,5985,5470,83393,81625,1688822,1604925,368377,360751,55051,53427,155713,152675,12608,12010,1699516,1630529,1185485,1126224,303982,297894,18267,17839,120680,119037,4263,3933,66839,65602,1246114,1185477,336838,330962,33608,33095,146248,143449,9354,8984,489479,463487,427906,405080,24000,22503,14434,13629,4863,4715,1722,1537,16554,16023,442708,419448,31539,29789,21443,20332,9465,9226,3254,3026
R,3,2018,22,4348348,2229229,2119119,1638857,1547940,336342,326053,32987,31159,132806,128977,6208,5932,82029,79058,1712804,1619055,375470,364677,55726,53100,162500,157121,12806,12455,1736034,1654015,1207132,1140843,312208,303464,18583,17627,127961,124227,4470,4248,65680,63606,1266420,1198210,344054,334963,34359,33015,153074,147996,9593,9356,493195,465104,431725,407097,24134,22589,14404,13532,4845,4750,1738,1684,16349,15452,446384,420845,31416,29714,21367,20085,9426,9125,3213,3099
R,3,2018,23,4443102,2279434,2163668,1665928,1570544,353398,342433,33638,32151,139605,134104,6393,6164,80472,78272,1738017,1640480,391138,380253,56848,54519,168665,162075,13318,12683,1781486,1695907,1229785,1161292,328814,319395,19179,18280,134701,129465,4643,4493,64364,62982,1287452,1217630,359362,350241,35454,34160,159372,153113,10014,9588,497948,467761,436143,409252,24584,23038,14459,13871,4904,4639,1750,1671,16108,15290,450565,422850,31776,30012,21394,20359,9293,8962,3304,3095
R,3,2018,24,4527260,2322725,2204535,1691188,1591642,368006,356332,34484,33188,145192,140732,6482,6298,77373,76343,1760086,1659522,403586,392568,57310,55843,173632,167922,13302,12923,1818621,1733916,1248905,1179589,343021,333073,19835,19310,140352,136033,4696,4647,61812,61264,1303973,1234094,371676,362504,35898,35429,164453,159031,9981,9790,504104,470619,442283,412053,24985,23259,14649,13878,4840,4699,1786,1651,15561,15079,456113,425428,31910,30064,21412,20414,9179,8891,3321,3133
R,3,2018,25,4628374,2378118,2250256,1729251,1622695,380532,364877,35883,33835,150538,148369,6711,6361,75203,74119,1796029,1688490,413914,398772,58926,56440,178527,175435,13423,12914,1866304,1775986,1280049,1206846,355008,341532,20732,19842,145687,143558,4867,4644,59961,59564,1333312,1259762,381638,368869,36962,36008,169610,166668,10166,9779,511814,474270,449202,415849,25524,23345,15151,13993,4851,4811,1844,1717,15242,14555,462717,428728,32276,29903,21964,20432,8917,8767,3257,3135
R,3,2018,26,4733964,2417814,2316150,1758439,1666338,383559,375909,37300,34059,158512,159208,7275,6690,72729,73946,1822263,1731104,414823,409297,60087,56538,186276,187291,14236,13608,1903092,1840276,1307977,1251316,357517,350798,21424,20127,153487,154079,5281,4882,57406,59074,1358283,1303046,382034,377415,37301,36038,177145,177993,10766,10277,514722,475874,450462,415022,26042,25111,15876,13932,5025,5129,1994,1808,15323,14872,463980,428058,32789,31882,22786,20500,9131,9298,3470,3331
R,3,2018,27,4822087,2455252,2366835,1791250,1704167,383661,381343,36800,33548,166373,169572,7691,6965,69477,71240,1851809,1766397,412552,412988,58618,55360,193981,197047,14697,13820,1940307,1895376,1341274,1294015,357156,355426,20803,19877,160986,164253,5556,5159,54532,56646,1388607,1343384,379502,380515,35887,35244,184573,187597,11061,10608,514945,471459,449976,410152,26505,25917,15997,13671,5387,5319,2135,1806,14945,14594,463202,423013,33050,32473,22731,20116,9408,9450,3636,3212
R,3,2018,28,4722243,2399813,2322430,1757635,1671755,368885,371567,35804,32522,165661,172995,7824,6941,64004,66650,1813550,1729887,395058,400691,55996,53046,191239,198946,14149,13409,1899132,1867658,1319819,1276082,343169,346283,20030,19382,160447,167816,5653,5179,50014,52916,1363347,1322115,363251,369141,33913,33736,182307,190078,10628,10337,500681,454772,437816,395673,25716,25284,15774,13140,5214,5179,2171,1762,13990,13734,450203,407772,31807,31550,22083,19310,8932,8868,3521,3072
R,3,2018,29,4562595,2314546,2248049,1704654,1623504,342022,349326,34433,30797,166226,175335,7526,6759,59685,62328,1756566,1677789,365739,376093,53433,50075,190482,199979,13621,12799,1830546,1811983,1280951,1243599,317542,325243,18899,18168,161301,170294,5486,5086,46367,49593,1321151,1286665,335327,346168,31834,31821,182069,191485,10327,9913,484000,436066,423703,379905,24480,24083,15534,12629,4925,5041,2040,1673,13318,12735,435415,391124,30412,29925,21599,18254,8413,8494,3294,2886
R,3,2018,30,4459283,2262029,2197254,1682290,1599326,322061,331126,33317,30061,160530,170457,7487,6676,56344,59608,1731104,1651272,344236,356318,51385,48638,183565,194200,13456,12623,1781310,1766970,1259976,1223974,298825,307688,18057,17526,155780,165738,5371,5004,43301,47040,1297255,1264892,315273,327075,30107,30498,175462,186139,10103,9753,480719,430284,422314,375352,23236,23438,15260,12535,4750,4719,2116,1672,13043,12568,433849,386380,28963,29243,21278,18140,8103,8061,3353,2870
R,3,2018,31,4395631,2226807,2168824,1666942,1586341,308600,320869,32587,29237,158189,168742,7328,6593,53161,57042,1713206,1635942,329007,344868,50083,47814,179931,191130,12826,12157,1751472,1741898,1248782,1213457,285903,297791,17447,16870,153459,164241,5180,4891,40701,44648,1284033,1252112,300785,316167,29155,29760,172066,183405,9556,9322,475335,426926,418160,372884,22697,23078,15140,12367,4730,4501,2148,1702,12460,12394,429173,383830,28222,28701,20928,18054,7865,7725,3270,2835
R,3,2018,32,4437634,2246081,2191553,1689215,1609646,305220,319151,32419,29400,159936,171271,7444,6732,51847,55353,1734147,1657625,324870,341820,49761,47547,181002,193304,13054,12440,1764038,1760866,1264853,1233003,282450,296082,16763,16853,155235,166703,5286,5121,39451,43104,1298825,1270187,296695,313119,28285,29554,173170,185522,9721,9700,482043,430687,424362,376643,22770,23069,15656,12547,4701,4568,2158,1611,12396,12249,435322,387438,28175,28701,21476,17993,7832,7782,3333,2740
R,3,2018,33,4414471,2224146,2190325,1677180,1610747,297102,315532,31728,29265,160857,174098,7224,6535,50055,54148,1720550,1657683,315663,337030,48808,47406,181302,195995,12692,12104,1746160,1758641,1255749,1232686,274934,292868,16543,16626,156156,169664,5068,4847,37710,41950,1288188,1268912,288149,308757,27807,29212,173527,188391,9378,9293,477986,431684,421431,378061,22168,22664,15185,12639,4701,4434,2156,1688,12345,12198,432362,388771,27514,28273,21001,18194,7775,7604,3314,2811
R,3,2018,34,4306283,2162969,2143314,1633954,1576000,285172,306908,31069,28664,157733,172609,7023,6506,48018,52627,1675486,1621555,302810,327360,47593,46772,177526,193852,12285,12073,1699578,1718982,1225039,1204428,263977,284608,16022,16150,153221,168333,5034,4869,36285,40594,1256207,1239389,276523,299678,27029,28709,169992,186433,9169,9287,463391,424332,408915,371572,21195,22300,15047,12514,4512,4276,1989,1637,11733,12033,419279,382166,26287,27682,20564,18063,7534,7419,3116,2786
R,3,2018,35,4384917,2198343,2186574,1664596,1610791,288708,313165,31711,29243,157711,173901,7153,6662,48464,52812,1706484,1656338,306389,333748,48697,47675,177405,195091,12526,12241,1723674,1749644,1245238,1227941,267242,290105,16355,16443,153121,169404,5113,4960,36605,40791,1276614,1262879,279768,305288,27737,29315,169826,187449,9378,9432,474669,436930,419358,382850,21466,23060,15356,12800,4590,4497,2040,1702,11859,12021,429870,393459,26621,28460,20960,18360,7579,7642,3148,2809
R,3,2018,36,4316158,2158792,2157366,1639237,1592077,282825,308869,30225,28177,152713,170957,7060,6378,46732,50908,1679542,1635914,299785,328847,46977,46185,171512,191069,12220,11794,1696997,1726254,1231507,1213860,261821,286525,15419,15586,148171,166439,5024,4678,35055,39166,1261491,1247415,273754,301218,26602,28073,163993,183547,9084,8987,461795,431112,407730,378217,21004,22344,14806,12591,4542,4518,2036,1700,11677,11742,418051,388499,26031,27629,20375,18112,7519,7522,3136,2807
R,3,2018,37,4339835,2168879,2170956,1649800,1602160,287598,316000,30576,28746,147430,167046,7080,6226,46395,50778,1689758,1645991,304536,336034,47289,46819,166080,186862,12270,11619,1701661,1736430,1236556,1220837,266781,293282,15696,16112,142793,162585,5008,4596,34827,39018,1266290,1254280,278710,307932,26890,28724,158510,179459,9128,8943,467218,434526,413244,381323,20817,22718,14880,12634,4637,4461,2072,1630,11568,11760,423468,391711,25826,28102,20399,18095,7570,7403,3142,2676
R,3,2018,38,4331983,2173225,2158758,1652000,1590968,290398,317086,30447,28101,148391,166915,6816,6312,45173,49376,1690977,1633360,306681,336479,47153,45862,166239,186249,11920,11601,1703866,1726417,1237236,1211146,269189,294631,15393,15609,143884,162509,4729,4705,33435,37817,1265837,1243353,280438,308706,26412,28038,158776,178897,8745,8943,469359,432341,414764,379822,21209,22455,15054,12492,4507,4406,2087,1607,11738,11559,425140,390007,26243,27773,20741,17824,7463,7352,3175,2658
R,3,2018,39,4032430,2009316,2023114,1530995,1492284,264948,295372,27737,26308,138208,157910,6003,5616,41425,45624,1566588,1531465,279870,312947,43150,43049,154626,175833,10555,10401,1582697,1618860,1153071,1137306,246026,274414,14381,14559,134094,153769,4273,4086,30852,34726,1179298,1166907,256420,287052,24660,26173,147901,168959,7857,7922,426619,404254,377924,354978,18922,20958,13356,11749,4114,4141,1730,1530,10573,10898,387290,364558,23450,25895,18490,16876,6725,6874,2698,2479
R,3,2018,40,4042956,2012525,2030431,1540833,1505287,261389,292236,28023,26630,135704,155946,6058,5589,40518,44743,1575561,1543540,275795,309398,43315,43340,151804,173424,10463,10293,1579892,1618873,1156816,1142704,242880,271512,14447,14817,131515,151714,4277,4127,29957,33999,1182182,1171524,252752,283705,24611,26450,144980,166561,7740,7906,432633,411558,384017,362583,18509,20724,13576,11813,4189,4232,1781,1462,10561,10744,393379,372016,23043,25693,18704,16890,6824,6863,2723,2387
R,3,2018,41,3914840,1943871,1970969,1487267,1460193,250167,281768,27057,25527,135197,155722,5680,5367,38503,42392,1520413,1496273,263519,297794,41729,41575,150481,172452,9997,9918,1524488,1567666,1114424,1103855,232389,261767,14060,14311,131081,151629,4035,3909,28499,32195,1138650,1130980,241398,273216,23944,25529,143916,165738,7435,7564,419383,403303,372843,356338,17778,20001,12997,11216,4116,4093,1645,1458,10004,10197,381763,365293,22121,24578,17785,16046,6565,6714,2562,2354
R,3,2018,42,3885996,1930351,1955645,1475387,1448454,248570,279434,26665,25294,137414,156931,5411,5214,36904,40318,1507086,1482805,261316,294387,40909,40729,152113,172927,9449,9467,1515446,1555431,1105895,1094125,231236,259853,13745,14062,133406,152845,3870,3854,27294,30692,1129055,1120030,239805,270446,23358,24930,145779,166411,7064,7259,414905,400214,369492,354329,17334,19581,12920,11232,4008,4086,1541,1360,9610,9626,378031,362775,21511,23941,17551,15799,6334,6516,2385,2208
R,3,2018,43,3970963,1977628,1993335,1518114,1484197,251692,282020,26886,25369,140252,157782,5581,5036,35103,38931,1547971,1517207,263586,296317,40821,40545,154185,173209,9542,9046,1560369,1592471,1144449,1127317,235191,263455,13811,14228,136362,153906,4046,3716,26510,29849,1166763,1152351,243492,273641,23342,24948,148310,167179,7250,6951,417259,400864,373665,356880,16501,18565,13075,11141,3890,3876,1535,1320,8593,9082,381208,364856,20094,22676,17479,15597,5875,6030,2292,2095
R,3,2018,44,3821211,1890718,1930493,1449645,1434692,241264,274303,25387,24632,135872,154788,5035,4899,33515,37179,1478127,1466056,252435,287833,38756,39233,149301,169591,8822,8867,1502372,1548070,1101589,1094033,225979,256546,13269,13933,132372,151088,3713,3646,25450,28824,1122961,1118087,233700,266331,22590,24512,143900,163848,6806,6841,388346,382423,348056,340659,15285,17757,12118,10699,3500,3700,1322,1253,8065,8355,355166,347969,18735,21502,16166,14721,5401,5743,2016,2026
R,3,2018,45,3954739,1953820,2000919,1499457,1489877,252415,286875,25885,25064,137344,156888,5042,4903,33677,37312,1527966,1521337,263209,300235,39684,40170,150879,171567,8817,8833,1565035,1616449,1150474,1147185,237344,269274,13762,14289,133786,153104,3767,3633,25902,28964,1172158,1171300,244919,278971,23582,25310,145518,165771,6818,6858,388785,384470,348983,342692,15071,17601,12123,10775,3558,3784,1275,1270,7775,8348,355808,350037,18290,21264,16102,14860,5361,5796,1999,1975
R,3,2018,46,4126403,2041902,2084501,1585918,1572178,258040,292567,25822,25223,133822,152330,5100,4742,33200,37461,1613954,1603757,268624,305716,39788,40828,146920,166814,8829,8751,1661819,1708359,1244719,1236471,243338,275552,14103,14747,130207,148738,3749,3559,25703,29292,1266169,1260874,250832,285064,24224,26308,141564,161325,6799,6869,380083,376142,341199,335707,14702,17015,11719,10476,3615,3592,1351,1183,7497,8169,347785,342883,17792,20652,15564,14520,5356,5489,2030,1882
R,3,2018,47,4347904,2148630,2199274,1681362,1671825,268519,306490,26541,25982,132927,151841,4916,4979,34365,38157,1710441,1703886,279502,319834,41243,42264,146138,166307,8914,9241,1768133,1824589,1339637,1337925,253769,289327,14816,15360,129395,148186,3644,3729,26872,30062,1362136,1362925,261660,299120,25664,27641,140824,160655,6924,7234,380497,374685,341725,333900,14750,17163,11725,10622,3532,3655,1272,1250,7493,8095,348305,340961,17842,20714,15579,14623,5314,5652,1990,2007
R,3,2018,48,4313402,2142042,2171360,1681543,1658989,265657,297621,26168,25227,130336,148390,5223,4999,33115,36134,1709503,1689207,275948,309940,40660,41012,142965,162133,9172,9091,1762204,1803798,1340364,1330395,251038,281249,14488,15126,126817,144769,3909,3836,25588,28423,1361705,1353927,258248,290216,25078,27043,137700,156594,7157,7225,379838,367562,341179,328594,14619,16372,11680,10101,3519,3621,1314,1163,7527,7711,347798,335280,17700,19724,15582,13969,5265,5539,2015,1866
