UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,4,2018,8,4046133,2064455,1981678,1483299,1416752,310769,302718,33024,32142,111171,107252,6167,5999,120025,116815,1593807,1524071,375231,366080,57364,56038,155257,149711,14687,14243,1529046,1464953,1026101,975707,281171,274093,17358,17008,105062,101370,4117,3972,95237,92803,1114211,1061345,333152,325066,33062,32560,141573,136735,10359,9999,535409,516725,457198,441045,29598,28625,15666,15134,6109,5882,2050,2027,24788,24012,479596,462726,42079,41014,24302,23478,13684,12976,4328,4244
R,4,2018,9,4072574,2077911,1994663,1496926,1430876,314962,307062,33140,31980,109957,105888,6258,6127,116668,112730,1603985,1534498,377771,368225,57083,54599,152455,146689,14589,14181,1543306,1480219,1038866,990625,285883,278634,17457,16986,103898,100162,4238,4144,92964,89668,1124522,1073452,336780,328253,33015,31516,139361,134117,10411,10024,534605,514444,458060,440251,29079,28428,15683,14994,6059,5726,2020,1983,23704,23062,479463,461046,40991,39972,24068,23083,13094,12572,4178,4157
R,4,2018,10,4187112,2137430,2049682,1543852,1472945,322524,314873,34287,33208,113908,109513,6362,6163,116497,112980,1650667,1576509,384857,376517,58237,56515,156510,149927,14911,14177,1586044,1520775,1069943,1018868,293046,286489,17909,17707,107989,103823,4286,4094,92871,89794,1155475,1101485,343698,336448,33454,32738,143483,137402,10575,9979,551386,528907,473909,454077,29478,28384,16378,15501,5919,5690,2076,2069,23626,23186,495192,475024,41159,40069,24783,23777,13027,12525,4336,4198
R,4,2018,11,4207505,2148952,2058553,1559457,1488331,323320,313413,35040,33390,111565,107747,6316,6147,113254,109525,1663370,1588678,383572,372384,58564,56335,153197,147141,14637,14047,1597875,1529013,1085371,1032654,294077,285296,18257,17712,105564,102114,4295,4101,90311,87136,1168601,1112813,342976,333278,33612,32575,140225,134897,10398,9888,551077,529540,474086,455677,29243,28117,16783,15678,6001,5633,2021,2046,22943,22389,494769,475865,40596,39106,24952,23760,12972,12244,4239,4159
R,4,2018,12,4152257,2121755,2030502,1550461,1474264,313301,306036,33936,32727,110176,107427,6156,6094,107725,103954,1649117,1569431,370095,361362,56915,54706,149705,145416,13987,13513,1585734,1516675,1087554,1030239,285630,279353,17902,17577,104492,102169,4139,4154,86017,83183,1166614,1106641,331923,324559,32868,31883,137583,133991,9951,9648,536021,513827,462907,444025,27671,26683,16034,15150,5684,5258,2017,1940,21708,20771,482503,462790,38172,36803,24047,22823,12122,11425,4036,3865
R,4,2018,13,4147054,2116297,2030757,1551018,1478337,309815,301304,33596,32460,112225,111834,6221,5976,103422,100846,1645604,1570385,363263,353894,56176,54385,150859,148957,13769,13378,1591062,1526261,1095966,1041759,283170,275369,18044,17316,106656,106567,4299,4187,82927,81063,1172150,1115988,326773,318502,32938,31820,139175,137854,9903,9748,525235,504496,455052,436578,26645,25935,15552,15144,5569,5267,1922,1789,20495,19783,473454,454397,36490,35392,23238,22565,11684,11103,3866,3630
R,4,2018,14,4157680,2120005,2037675,1561793,1490946,307687,300003,32568,31991,111819,111669,5988,5733,100150,97333,1653397,1580019,359048,350285,54998,53727,149001,147555,13370,12819,1606713,1541490,1116319,1060488,281873,275075,17724,17184,106390,106511,4169,3994,80238,78238,1189987,1132356,323804,316273,32587,31713,137622,136739,9675,9242,513292,496185,445474,430458,25814,24928,14844,14807,5429,5158,1819,1739,19912,19095,463410,447663,35244,34012,22411,22014,11379,10816,3695,3577
R,4,2018,15,4125062,2103367,2021695,1550528,1480032,307982,300330,32692,31565,111255,111338,6011,5674,94899,92756,1636976,1564588,356464,347970,54419,52885,146312,145450,13269,12583,1597144,1531520,1110567,1053675,282410,275980,17680,17146,105970,106311,4218,3976,76299,74432,1180340,1121824,322150,315012,32192,31390,135477,134893,9641,9183,506223,490175,439961,426357,25572,24350,15012,14419,5285,5027,1793,1698,18600,18324,456636,442764,34314,32958,22227,21495,10835,10557,3628,3400
R,4,2018,16,4146672,2114827,2031845,1559621,1489156,315667,307022,32592,31258,108413,107883,5819,5654,92715,90872,1644147,1571834,362950,353882,54646,53053,142083,140554,12771,12425,1612048,1545801,1122100,1066010,290413,282826,17836,17176,103346,102972,4056,3914,74297,72903,1190046,1132626,329148,321228,32537,31796,131641,130410,9355,9022,502779,486044,437521,423146,25254,24196,14756,14082,5067,4911,1763,1740,18418,17969,454101,439208,33802,32654,22109,21257,10442,10144,3416,3403
R,4,2018,17,4258824,2174647,2084177,1599212,1523256,327807,318517,33086,32083,115918,114752,5926,5829,92698,89740,1683509,1604796,374753,364418,55395,53760,149950,147089,13036,12693,1665319,1594448,1155228,1096536,302346,293963,18387,17722,110776,109958,4239,4076,74343,72193,1222958,1162344,340684,331598,33469,32527,139466,137190,9588,9278,509328,489729,443984,426720,25461,24554,14699,14361,5142,4794,1687,1753,18355,17547,460551,442452,34069,32820,21926,21233,10484,9899,3448,3415
R,4,2018,18,4297629,2199218,2098411,1618476,1534694,334762,323356,33677,32286,114858,113419,6013,5674,91432,88982,1701640,1615301,381021,369107,56522,54365,147552,144938,12918,12483,1691122,1613305,1175328,1111856,309283,299149,18861,18074,109805,108623,4275,4021,73570,71582,1242453,1176864,347222,336818,34425,33153,137425,135100,9524,9171,508096,485106,443148,422838,25479,24207,14816,14212,5053,4796,1738,1653,17862,17400,459187,438437,33799,32289,22097,21212,10127,9838,3394,3312
R,4,2018,19,4252682,2173694,2078988,1603277,1522837,327882,318464,32853,31801,115017,114342,5888,5545,88777,85999,1683716,1600750,372192,362219,55244,53919,146981,144660,13017,12153,1678874,1605353,1171707,1109766,303025,294828,18476,17920,109993,109536,4210,3976,71463,69327,1236665,1172744,339372,330836,33850,33296,136979,134973,9679,9047,494820,473635,431570,413071,24857,23636,14377,13881,5024,4806,1678,1569,17314,16672,447051,428006,32820,31383,21394,20623,10002,9687,3338,3106
R,4,2018,20,4255793,2176324,2079469,1600393,1519629,330374,320176,32633,31647,120994,118840,5903,5629,86027,83548,1678215,1595210,372977,362091,54832,53425,151941,148449,12651,11969,1685293,1612315,1171015,1111615,306340,297016,18152,17996,116077,114145,4269,4081,69440,67462,1233962,1172770,341402,331534,33551,33239,142242,139145,9465,8944,491031,467154,429378,408014,24034,23160,14481,13651,4917,4695,1634,1548,16587,16086,444253,422440,31575,30557,21281,20186,9699,9304,3186,3025
R,4,2018,21,4278473,2186230,2092243,1610804,1529638,327937,320163,32675,31521,125437,123712,5976,5424,83401,81785,1686240,1603432,368410,360663,55026,53502,155580,152619,12591,11953,1696597,1628223,1182942,1124151,303854,297617,18215,17870,120554,118988,4256,3900,66776,65697,1243519,1183505,336739,330792,33552,33123,146063,143382,9332,8931,489633,464020,427862,405487,24083,22546,14460,13651,4883,4724,1720,1524,16625,16088,442721,419927,31671,29871,21474,20379,9517,9237,3259,3022
R,4,2018,22,4343423,2226323,2117100,1637336,1546844,334997,325149,32929,31080,132709,128966,6188,5925,82164,79136,1711462,1618096,374228,363781,55586,52991,162463,157168,12772,12426,1733325,1652260,1205731,1139929,310910,302598,18546,17603,127871,124224,4449,4233,65818,63673,1265201,1197403,342858,334107,34241,32968,153042,148047,9565,9327,492998,464840,431605,406915,24087,22551,14383,13477,4838,4742,1739,1692,16346,15463,446261,420693,31370,29674,21345,20023,9421,9121,3207,3099
R,4,2018,23,4438863,2277367,2161496,1664652,1569291,352209,341261,33614,32040,139710,134347,6400,6133,80782,78424,1737036,1639379,390186,379220,56826,54329,168877,162410,13335,12666,1779520,1693456,1228642,1159751,327658,318240,19133,18188,134800,129696,4640,4460,64647,63121,1286569,1216252,358420,349197,35419,34015,159570,153412,10023,9571,497847,468040,436010,409540,24551,23021,14481,13852,4910,4651,1760,1673,16135,15303,450467,423127,31766,30023,21407,20314,9307,8998,3312,3095
R,4,2018,24,4525411,2320886,2204525,1689699,1591552,367338,356170,34425,33167,145143,140660,6447,6320,77834,76656,1759041,1659711,403188,392619,57365,55872,173704,167931,13296,12982,1816500,1733077,1247224,1178883,342384,332785,19786,19263,140289,135969,4684,4676,62133,61501,1302593,1233586,371221,362419,35926,35401,164492,159021,9984,9834,504386,471448,442475,412669,24954,23385,14639,13904,4854,4691,1763,1644,15701,15155,456448,426125,31967,30200,21439,20471,9212,8910,3312,3148
R,4,2018,25,4615674,2371524,2244150,1723863,1617658,379932,364110,35674,33757,150228,148104,6729,6359,75098,74162,1790575,1683526,413439,398127,58612,56327,178097,175122,13407,12880,1861004,1770765,1275797,1202533,354370,340891,20629,19804,145404,143286,4880,4644,59924,59607,1329062,1255527,381135,368321,36786,35946,169230,166346,10161,9760,510520,473385,448066,415125,25562,23219,15045,13953,4824,4818,1849,1715,15174,14555,461513,427999,32304,29806,21826,20381,8867,8776,3246,3120
R,4,2018,26,4731340,2417872,2313468,1758461,1664872,383465,374938,37404,34174,158173,158728,7204,6655,73165,74101,1822747,1729853,414886,408457,60360,56730,186075,186756,14148,13540,1901544,1836226,1306442,1248428,357464,349946,21472,20150,153166,153656,5223,4847,57777,59199,1357142,1300346,382128,376683,37476,36107,176951,177530,10691,10196,516328,477242,452019,416444,26001,24992,15932,14024,5007,5072,1981,1808,15388,14902,465605,429507,32758,31774,22884,20623,9124,9226,3457,3344
R,4,2018,27,4819408,2454099,2365309,1789070,1701922,384339,381848,36781,33520,166337,169460,7685,6944,69887,71615,1849994,1764457,413497,413684,58693,55447,194025,197074,14750,13837,1939834,1893460,1339794,1291453,357826,355943,20830,19861,160944,164112,5565,5147,54875,56944,1387426,1341056,380401,381198,35995,35329,184588,187550,11119,10640,514265,471849,449276,410469,26513,25905,15951,13659,5393,5348,2120,1797,15012,14671,462568,423401,33096,32486,22698,20118,9437,9524,3631,3197
R,4,2018,28,4743338,2410327,2333011,1764667,1679091,371170,373669,35939,32776,166317,173394,7823,7013,64411,67068,1820921,1737596,397591,402998,56217,53390,192058,199508,14176,13531,1906561,1875287,1324128,1280955,345293,348166,20142,19520,161051,168197,5641,5224,50306,53225,1367896,1327279,365589,371148,34064,33911,183028,190608,10630,10404,503766,457724,440539,398136,25877,25503,15797,13256,5266,5197,2182,1789,14105,13843,453025,410317,32002,31850,22153,19479,9030,8900,3546,3127
R,4,2018,29,4570200,2318903,2251297,1706161,1624356,343969,351031,34450,30741,166730,175816,7556,6721,60037,62632,1758403,1678916,367867,377981,53563,50112,191100,200527,13673,12773,1835190,1815250,1282865,1244445,319354,326934,18925,18174,161802,170763,5521,5061,46723,49873,1323397,1287746,337304,348061,31990,31902,182672,192017,10380,9894,483713,436047,423296,379911,24615,24097,15525,12567,4928,5053,2035,1660,13314,12759,435006,391170,30563,29920,21573,18210,8428,8510,3293,2879
R,4,2018,30,4472346,2268363,2203983,1685710,1603551,323726,332607,33480,30203,161249,171083,7499,6710,56699,59829,1734835,1655666,346034,357926,51610,48794,184456,194959,13498,12682,1786105,1772407,1262134,1227128,300396,309049,18147,17603,156503,166347,5383,5032,43542,47248,1299626,1268217,316928,328529,30209,30598,176328,186857,10136,9814,482258,431576,423576,376423,23330,23558,15333,12600,4746,4736,2116,1678,13157,12581,435209,387449,29106,29397,21401,18196,8128,8102,3362,2868
R,4,2018,31,4395714,2227088,2168626,1666284,1585267,309328,321289,32617,29233,158281,168944,7313,6582,53265,57311,1712634,1635152,329853,345439,50127,47842,180050,191410,12797,12162,1751781,1741425,1248178,1212178,286586,298208,17494,16882,153564,164437,5161,4882,40798,44838,1283508,1251042,301560,316687,29221,29795,172214,183665,9527,9311,475307,427201,418106,373089,22742,23081,15123,12351,4717,4507,2152,1700,12467,12473,429126,384110,28293,28752,20906,18047,7836,7745,3270,2851
R,4,2018,32,4431794,2243452,2188342,1686237,1606487,305190,319061,32409,29359,160197,171320,7456,6734,51963,55381,1731290,1654459,324861,341830,49725,47483,181335,193350,13108,12430,1762487,1758332,1262865,1230539,282462,295938,16774,16826,155490,166756,5307,5121,39589,43152,1296978,1267739,296747,313084,28281,29504,173489,185563,9780,9695,480965,430010,423372,375948,22728,23123,15635,12533,4707,4564,2149,1613,12374,12229,434312,386720,28114,28746,21444,17979,7846,7787,3328,2735
R,4,2018,33,4427234,2231482,2195752,1682402,1614762,298548,316409,31774,29330,161240,174372,7267,6574,50251,54305,1725940,1661876,317239,337975,48920,47511,181748,196307,12718,12141,1751482,1762929,1259218,1235692,276221,293699,16582,16679,156533,169917,5091,4878,37837,42064,1291757,1272041,289513,309641,27886,29283,173958,188694,9390,9319,480000,432823,423184,379070,22327,22710,15192,12651,4707,4455,2176,1696,12414,12241,434183,389835,27726,28334,21034,18228,7790,7613,3328,2822
R,4,2018,34,4305032,2162710,2142322,1633001,1574662,285347,306887,31063,28679,158221,172893,7020,6501,48058,52700,1674582,1620287,302991,327399,47592,46773,178043,194163,12305,12072,1699303,1718350,1224123,1203430,264112,284605,16014,16175,153682,168608,5038,4865,36334,40667,1255348,1238472,276683,299708,27018,28722,170490,186744,9191,9288,463407,423972,408878,371232,21235,22282,15049,12504,4539,4285,1982,1636,11724,12033,419234,381815,26308,27691,20574,18051,7553,7419,3114,2784
R,4,2018,35,4381906,2196817,2185089,1663115,1609402,288550,313156,31716,29249,157730,173810,7151,6637,48555,52835,1705063,1654959,306289,333725,48691,47652,177484,195060,12514,12238,1722945,1748808,1244465,1227135,267143,290109,16372,16462,153162,169347,5112,4951,36691,40804,1275896,1262075,279719,305286,27762,29310,169918,187430,9370,9439,473872,436281,418650,382267,21407,23047,15344,12787,4568,4463,2039,1686,11864,12031,429167,392884,26570,28439,20929,18342,7566,7630,3144,2799
R,4,2018,36,4328644,2165827,2162817,1643710,1595532,283809,309434,30371,28266,153930,172100,7083,6438,46924,51047,1684195,1639466,300860,329448,47143,46328,172821,192290,12283,11855,1701468,1729964,1233784,1215790,262652,287011,15481,15599,149356,167554,5039,4728,35156,39282,1263862,1249423,274621,301730,26661,28126,165238,184740,9130,9042,464359,432853,409926,379742,21157,22423,14890,12667,4574,4546,2044,1710,11768,11765,420333,390043,26239,27718,20482,18202,7583,7550,3153,2813
R,4,2018,37,4318545,2156464,2162081,1640632,1595984,285270,314058,30373,28645,146905,166545,7032,6164,46252,50685,1680475,1639773,302162,334113,47038,46634,165486,186295,12171,11540,1693131,1729879,1230783,1216787,264637,291413,15635,16074,142308,162114,4990,4548,34778,38943,1260480,1250202,276561,306069,26821,28616,157996,178943,9074,8880,463333,432202,409849,379197,20633,22645,14738,12571,4597,4431,2042,1616,11474,11742,419995,389571,25601,28044,20217,18018,7490,7352,3097,2660
R,4,2018,38,4364953,2190735,2174218,1664614,1602054,293309,319504,30698,28314,149633,168150,6944,6409,45537,49787,1703897,1644800,309726,339056,47521,46204,167656,187659,12101,11751,1716100,1738044,1245219,1218885,271845,296861,15486,15717,145067,163675,4810,4769,33673,38137,1274022,1251360,283177,311075,26565,28234,160080,180202,8861,9043,474635,436174,419395,383169,21464,22643,15212,12597,4566,4475,2134,1640,11864,11650,429875,393440,26549,27981,20956,17970,7576,7457,3240,2708
R,4,2018,39,4036933,2011896,2025037,1532580,1493091,265461,296087,27820,26337,138478,158064,5992,5638,41565,45820,1568312,1532445,280449,313757,43293,43133,154912,176062,10587,10451,1585653,1621091,1155070,1138428,246525,275097,14431,14605,134373,153977,4271,4098,30983,34886,1181433,1168176,256960,287813,24751,26263,148219,169227,7890,7952,426243,403946,377510,354663,18936,20990,13389,11732,4105,4087,1721,1540,10582,10934,386879,364269,23489,25944,18542,16870,6693,6835,2697,2499
R,4,2018,40,4044110,2013618,2030492,1541113,1505112,261713,292313,27994,26570,136058,156051,6091,5551,40649,44895,1575941,1543513,276166,309524,43254,43319,152269,173590,10495,10264,1580393,1618840,1156675,1142523,243097,271580,14403,14751,131881,151790,4290,4109,30047,34087,1182107,1171432,253006,283776,24526,26398,145427,166686,7755,7897,433225,411652,384438,362589,18616,20733,13591,11819,4177,4261,1801,1442,10602,10808,393834,372081,23160,25748,18728,16921,6842,6904,2740,2367
R,4,2018,41,3926403,1949572,1976831,1491767,1464300,251236,282990,27125,25633,135117,155969,5701,5432,38626,42507,1525029,1500480,264717,299098,41871,41689,150370,172742,10007,10001,1529115,1572802,1118051,1107393,233370,262903,14100,14396,130980,151866,4051,3954,28563,32290,1142331,1134608,242466,274425,24045,25603,143772,166010,7447,7625,420457,404029,373716,356907,17866,20087,13025,11237,4137,4103,1650,1478,10063,10217,382698,365872,22251,24673,17826,16086,6598,6732,2560,2376
R,4,2018,42,3877048,1925100,1951948,1471299,1445977,247800,278696,26624,25234,136853,156336,5402,5215,37122,40490,1503212,1480470,260585,293732,40882,40730,151691,172395,9491,9493,1510875,1551836,1102562,1091905,230453,259025,13728,14001,132839,152240,3860,3849,27433,30816,1125871,1117899,239032,269685,23331,24927,145323,165843,7081,7275,414225,400112,368737,354072,17347,19671,12896,11233,4014,4096,1542,1366,9689,9674,377341,362571,21553,24047,17551,15803,6368,6552,2410,2218
R,4,2018,43,3981392,1983754,1997638,1522393,1486967,252550,282534,26956,25447,140987,158613,5625,5064,35243,39013,1552369,1520061,264518,296876,40948,40610,154976,174092,9587,9081,1564504,1595751,1147006,1129229,235947,263898,13805,14274,137075,154718,4069,3743,26602,29889,1169388,1154317,244287,274099,23379,24953,149066,168036,7276,6982,419250,401887,375387,357738,16603,18636,13151,11173,3912,3895,1556,1321,8641,9124,382981,365744,20231,22777,17569,15657,5910,6056,2311,2099
R,4,2018,44,3818071,1889530,1928541,1448726,1433078,240990,273991,25484,24659,135757,154638,5051,4892,33522,37283,1477227,1464542,252181,287580,38850,39297,149174,169472,8856,8872,1499886,1545019,1099557,1091482,225615,256137,13318,13918,132244,150955,3724,3643,25428,28884,1120928,1115602,233354,265944,22612,24508,143747,163739,6821,6842,389644,383522,349169,341596,15375,17854,12166,10741,3513,3683,1327,1249,8094,8399,356299,348940,18827,21636,16238,14789,5427,5733,2035,2030
R,4,2018,45,3936131,1944320,1991811,1491733,1482398,251192,285652,25722,25021,137009,156556,5027,4884,33637,37300,1520202,1513867,262001,299029,39449,40089,150547,171218,8793,8806,1556306,1608085,1143413,1140438,236115,268102,13694,14237,133463,152759,3761,3619,25860,28930,1165052,1164547,243695,277825,23445,25216,145203,165390,6811,6825,388014,383726,348320,341960,15077,17550,12028,10784,3546,3797,1266,1265,7777,8370,355150,349320,18306,21204,16004,14873,5344,5828,1982,1981
R,4,2018,46,4110097,2033917,2076180,1577396,1563924,257649,291823,25865,25130,134723,153152,5106,4754,33178,37397,1605430,1595435,268242,304957,39820,40673,147794,167659,8813,8750,1652850,1699249,1235395,1227475,242910,274745,14068,14676,131098,149557,3756,3564,25623,29232,1256789,1251809,250380,284241,24149,26171,142425,162171,6778,6867,381067,376931,342001,336449,14739,17078,11797,10454,3625,3595,1350,1190,7555,8165,348641,343626,17862,20716,15671,14502,5369,5488,2035,1883
R,4,2018,47,4334682,2140479,2194203,1675219,1667468,267225,306157,26401,25993,132429,151457,4886,4964,34319,38164,1704270,1699567,278190,319509,41019,42250,145690,165929,8883,9203,1761450,1819358,1334771,1333501,252547,288952,14754,15356,128920,147804,3618,3714,26840,30031,1357262,1358500,260420,298720,25540,27609,140392,160282,6897,7197,379029,374845,340448,333967,14678,17205,11647,10637,3509,3653,1268,1250,7479,8133,347008,341067,17770,20789,15479,14641,5298,5647,1986,2006
R,4,2018,48,4340742,2156953,2183789,1692010,1667457,268441,299970,26410,25361,131354,149529,5276,5036,33462,36436,1720230,1697906,278900,312435,41014,41230,144115,163397,9261,9176,1773650,1813622,1347799,1336517,253669,283472,14563,15203,127805,145873,3941,3867,25873,28690,1369351,1360250,261017,292562,25238,27199,138801,157809,7222,7295,383303,370167,344211,330940,14772,16498,11847,10158,3549,3656,1335,1169,7589,7746,350879,337656,17883,19873,15776,14031,5314,5588,2039,1881
R,4,2018,49,4064465,2009541,2054924,1581239,1575264,245994,277464,24657,23732,123112,140505,4486,4641,30053,33318,1606635,1603096,254949,288611,38288,38756,134453,152895,8031,8424,1662304,1715861,1269239,1272382,232439,262260,13963,14328,119978,137244,3339,3472,23346,26175,1288753,1293984,238676,270301,24122,25723,129777,147997,6243,6621,347237,339063,312000,302882,13555,15204,10694,9404,3134,3261,1147,1169,6707,7143,317882,309112,16273,18310,14166,13033,4676,4898,1788,1803
R,4,2018,50,4015221,1984836,2030385,1564719,1556995,247957,280543,24124,23790,114557,132467,4545,4550,28934,32040,1589050,1583655,256652,291232,37425,38402,125419,144200,7855,8362,1642665,1695953,1257363,1257931,234350,265358,13638,14634,111543,129373,3372,3456,22399,25201,1275941,1278664,240338,273053,23515,25785,120939,139491,6149,6637,342171,334432,307356,299064,13607,15185,10486,9156,3014,3094,1173,1094,6535,6839,313109,304991,16314,18179,13910,12617,4480,4709,1706,1725
R,4,2018,51,4030953,1984824,2046129,1572884,1580792,246801,281723,23658,23617,108941,124440,4596,4483,27944,31074,1596182,1606547,255148,292222,36821,38170,119241,135525,8015,8087,1657756,1723865,1278513,1292486,234004,267174,13835,14902,106047,121476,3482,3388,21875,24439,1296493,1312500,239799,274744,23846,26042,114930,131009,6362,6411,327068,322264,294371,288306,12797,14549,9823,8715,2894,2964,1114,1095,6069,6635,299689,294047,15349,17478,12975,12128,4311,4516,1653,1676
R,4,2018,52,4121283,2029262,2092021,1605271,1614720,257069,291333,24166,24006,110441,126445,4445,4468,27870,31049,1628471,1640447,265337,301478,37674,38950,120386,137445,7864,8157,1704674,1773598,1313602,1330158,244047,276696,14284,15342,107625,123400,3394,3482,21722,24520,1331429,1350212,249757,284023,24565,26982,116200,132836,6251,6543,324588,318423,291669,284562,13022,14637,9882,8664,2816,3045,1051,986,6148,6529,297042,290235,15580,17455,13109,11968,4186,4609,1613,1614
R,4,2018,53,4397502,2163487,2234015,1722739,1737837,269403,305509,25200,25351,112594,128457,4659,4784,28892,32077,1746837,1764337,277676,315812,39505,41219,122911,139530,8107,8592,1837409,1912050,1429383,1449806,256506,290828,15438,16605,109720,125490,3632,3745,22730,25576,1448075,1470638,262252,298317,26428,29146,118675,135071,6519,6971,326078,321965,293356,288031,12897,14681,9762,8746,2874,2967,1027,1039,6162,6501,298762,293699,15424,17495,13077,12073,4236,4459,1588,1621
R,4,2018,54,4391037,2146399,2244638,1717841,1755636,260269,297699,24353,24918,111235,130036,4359,4569,28342,31780,1741361,1781842,268188,307552,38725,40881,121242,140997,7885,8408,1842484,1936953,1444912,1480703,247885,283663,15202,16385,108563,127176,3384,3596,22538,25430,1463407,1501413,253461,290815,26431,29164,117251,136607,6362,6810,303915,307685,272929,274933,12384,14036,9151,8533,2672,2860,975,973,5804,6350,277954,280429,14727,16737,12294,11717,3991,4390,1523,1598
R,4,2018,55,4389017,2143073,2245944,1718805,1763290,257638,295455,23993,24579,110482,126764,4232,4518,27923,31338,1742120,1789057,265208,305236,38051,40675,120455,137312,7584,8205,1851257,1948497,1456255,1497163,245999,282197,15227,16363,107880,124015,3328,3607,22568,25152,1474891,1517569,251374,289293,26466,29236,116617,133175,6206,6706,291816,297447,262550,266127,11639,13258,8766,8216,2602,2749,904,911,5355,6186,267229,271488,13834,15943,11585,11439,3838,4137,1378,1499
R,4,2018,56,4375899,2132416,2243483,1727359,1777157,250961,291064,23412,24423,99034,115847,4195,4274,27455,30718,1750226,1802307,258341,300679,37545,40551,108708,126068,7579,7864,1855769,1962398,1478408,1525803,240034,278668,15139,16553,96657,113195,3376,3389,22155,24790,1496690,1545891,245248,285678,26437,29646,105098,122016,6236,6380,276647,281085,248951,251354,10927,12396,8273,7870,2377,2652,819,885,5300,5928,253536,256416,13093,15001,11108,10905,3610,4052,1343,1484
R,4,2018,57,4424866,2148088,2276778,1740493,1804767,253330,294310,23050,24222,99869,119165,4091,4308,27255,30006,1763206,1829384,260456,303347,37263,40103,109453,129238,7345,7873,1880684,1999915,1500000,1556438,242782,282146,14949,16799,97477,116541,3300,3487,22176,24504,1518240,1576297,247927,288869,26393,29802,105918,125299,6060,6521,267404,276863,240493,248329,10548,12164,8101,7423,2392,2624,791,821,5079,5502,244966,253087,12529,14478,10870,10301,3535,3939,1285,1352
R,4,2018,58,4464024,2174275,2289749,1760699,1812454,257693,298727,23011,24261,101645,120299,4205,4151,27022,29857,1783296,1836861,264788,307917,37099,40233,111194,130050,7417,7643,1909187,2019147,1522261,1570269,247102,286613,15118,16876,99316,117746,3362,3350,22028,24293,1540533,1589865,252177,293456,26501,29927,107722,126180,6074,6295,265088,270602,238438,242185,10591,12114,7893,7385,2329,2553,843,801,4994,5564,242763,246996,12611,14461,10598,10306,3472,3870,1343,1348
R,4,2018,59,4257094,2057611,2199483,1674676,1750655,238858,280292,20768,22466,94633,114528,3700,3855,24976,27687,1695453,1773401,245345,288482,34105,37676,103234,123511,6594,6985,1823397,1952913,1464095,1529664,229269,269255,13928,15751,92564,112258,3000,3164,20541,22821,1481034,1548235,233947,275351,24878,28382,100143,120129,5461,5854,234214,246570,210581,220991,9589,11037,6840,6715,2069,2270,700,691,4435,4866,214419,225166,11398,13131,9227,9294,3091,3382,1133,1131
R,4,2018,60,4274046,2061901,2212145,1683974,1769010,234680,276253,20703,22142,94186,113683,3579,3795,24779,27262,1704538,1791265,241101,284498,34080,37196,102705,122362,6443,6878,1835212,1971005,1480265,1552537,225488,265623,13903,15772,92152,111572,2927,3077,20477,22424,1497101,1570628,230182,271805,24964,28244,99724,119133,5358,5718,226689,241140,203709,216473,9192,10630,6800,6370,2034,2111,652,718,4302,4838,207437,220637,10919,12693,9116,8952,2981,3229,1085,1160
R,4,2018,61,4141365,1988494,2152871,1626867,1721013,223983,269943,19643,21154,91266,111092,3439,3477,23296,26192,1646227,1742571,230051,277658,32490,36067,99025,119077,6093,6459,1776576,1923834,1436623,1515669,215232,259621,13237,15098,89407,108989,2783,2875,19294,21582,1452496,1533214,219657,265333,23879,27564,96316,115950,5074,5416,211918,229037,190244,205344,8751,10322,6406,6056,1859,2103,656,602,4002,4610,193731,209357,10394,12325,8611,8503,2709,3127,1019,1043
R,4,2018,62,4044034,1934666,2109368,1585720,1688797,214835,260496,18819,20779,89841,110575,3177,3533,22274,25188,1604245,1709340,220603,267977,30996,35037,97272,118491,5742,6337,1731437,1887109,1403174,1489449,206407,250614,12719,14933,88059,108502,2622,2913,18456,20698,1418377,1506140,210576,256139,22804,26824,94676,115363,4852,5286,203229,222259,182546,199348,8428,9882,6100,5846,1782,2073,555,620,3818,4490,185868,203200,10027,11838,8192,8213,2596,3128,890,1051
